brand,maturity_date,coupon_pct,price_jpy
分離利息国債（２０４０年１２月２０日償還）,2040-12-20,,71.1198
分離利息国債（２０４１年 ３月２０日償還）,2041-03-20,,70.4602
分離利息国債（２０４１年 ６月２０日償還）,2041-06-20,,69.7896
分離利息国債（２０４１年 ９月２０日償還）,2041-09-20,,69.1168
分離利息国債（２０４１年１２月２０日償還）,2041-12-20,,68.3907
分離利息国債（２０４２年 ３月２０日償還）,2042-03-20,,67.7224
分離利息国債（２０４２年 ６月２０日償還）,2042-06-20,,66.9877
分離利息国債（２０４２年 ９月２０日償還）,2042-09-20,,66.2511
分離利息国債（２０４２年１２月２０日償還）,2042-12-20,,65.5173
分離利息国債（２０４３年 ３月２０日償還）,2043-03-20,,64.8431
分離利息国債（２０４３年 ６月２０日償還）,2043-06-20,,64.1024
分離利息国債（２０４３年 ９月２０日償還）,2043-09-20,,63.3608
分離利息国債（２０４３年１２月２０日償還）,2043-12-20,,62.68
分離利息国債（２０４４年 ３月２０日償還）,2044-03-20,,61.9459
分離利息国債（２０４４年 ６月２０日償還）,2044-06-20,,61.2603
分離利息国債（２０４４年 ９月２０日償還）,2044-09-20,,60.5747
分離利息国債（２０４４年１２月２０日償還）,2044-12-20,,59.8936
分離利息国債（２０４５年 ３月２０日償還）,2045-03-20,,59.2173
分離利息国債（２０４５年 ６月２０日償還）,2045-06-20,,58.533
分離利息国債（２０４５年 ９月２０日償還）,2045-09-20,,57.9071
分離利息国債（２０４５年１２月２０日償還）,2045-12-20,,57.2865
分離利息国債（２０４６年 ３月２０日償還）,2046-03-20,,56.6713
分離利息国債（２０４６年 ６月２０日償還）,2046-06-20,,56.1067
分離利息国債（２０４６年 ９月２０日償還）,2046-09-20,,55.4856
分離利息国債（２０４６年１２月２０日償還）,2046-12-20,,54.9282
分離利息国債（２０４７年 ３月２０日償還）,2047-03-20,,54.3766
分離利息国債（２０４７年 ６月２０日償還）,2047-06-20,,53.8183
分離利息国債（２０４７年 ９月２０日償還）,2047-09-20,,53.2618
分離利息国債（２０４７年１２月２０日償還）,2047-12-20,,52.7112
分離利息国債（２０４８年 ３月２０日償還）,2048-03-20,,52.1666
分離利息国債（２０４８年 ６月２０日償還）,2048-06-20,,51.6742
分離利息国債（２０４８年 ９月２０日償還）,2048-09-20,,51.1253
分離利息国債（２０４８年１２月２０日償還）,2048-12-20,,50.5826
分離利息国債（２０４９年 ３月２０日償還）,2049-03-20,,50.1045
分離利息国債（２０４９年 ６月２０日償還）,2049-06-20,,49.5619
分離利息国債（２０４９年 ９月２０日償還）,2049-09-20,,49.0801
分離利息国債（２０４９年１２月２０日償還）,2049-12-20,,48.546
分離利息国債（２０５０年 ３月２０日償還）,2050-03-20,,48.018
分離利息国債（２０５０年 ６月２０日償還）,2050-06-20,,47.5431
分離利息国債（２０５０年 ９月２０日償還）,2050-09-20,,47.012
分離利息国債（２０５０年１２月２０日償還）,2050-12-20,,46.4873
分離利息国債（２０５１年 ３月２０日償還）,2051-03-20,,46.0271
分離利息国債（２０５１年 ６月２０日償還）,2051-06-20,,45.5035
分離利息国債（２０５１年 ９月２０日償還）,2051-09-20,,44.9824
分離利息国債（２０５１年１２月２０日償還）,2051-12-20,,44.5258
分離利息国債（２０５２年 ３月２０日償還）,2052-03-20,,44.0174
分離利息国債（２０５２年 ６月２０日償還）,2052-06-20,,43.5043
分離利息国債（２０５２年 ９月２０日償還）,2052-09-20,,42.994
分離利息国債（２０５２年１２月２０日償還）,2052-12-20,,42.4902
分離利息国債（２０５３年 ３月２０日償還）,2053-03-20,,41.9928
分離利息国債（２０５３年 ６月２０日償還）,2053-06-20,,41.491
分離利息国債（２０５３年 ９月２０日償還）,2053-09-20,,41.0492
分離利息国債（２０５３年１２月２０日償還）,2053-12-20,,40.5568
分離利息国債（２０５４年 ３月２０日償還）,2054-03-20,,40.0708
分離利息国債（２０５４年 ６月２０日償還）,2054-06-20,,39.5808
分離利息国債（２０５４年 ９月２０日償還）,2054-09-20,,39.0939
分離利息国債（２０５４年１２月２０日償還）,2054-12-20,,38.6135
分離利息国債（２０５５年 ３月２０日償還）,2055-03-20,,38.1397
分離利息国債（２０５５年 ９月２０日償還）,2055-09-20,,37.1879
分離利息国債（２０５６年 ３月２０日償還）,2056-03-20,,36.259
分離利息国債（２０５６年 ９月２０日償還）,2056-09-20,,35.3333
分離利息国債（２０５７年 ３月２０日償還）,2057-03-20,,34.4306
分離利息国債（２０５７年 ９月２０日償還）,2057-09-20,,33.5318
分離利息国債（２０５８年 ３月２０日償還）,2058-03-20,,32.656
分離利息国債（２０５８年 ９月２０日償還）,2058-09-20,,31.7848
分離利息国債（２０５９年 ３月２０日償還）,2059-03-20,,30.9366
分離利息国債（２０５９年 ９月２０日償還）,2059-09-20,,30.0935
分離利息国債（２０６０年 ３月２０日償還）,2060-03-20,,29.2733
分離利息国債（２０６０年 ９月２０日償還）,2060-09-20,,28.4588
分離利息国債（２０６１年 ３月２０日償還）,2061-03-20,,27.6669
分離利息国債（２０６１年 ９月２０日償還）,2061-09-20,,26.8813
分離利息国債（２０６２年 ３月２０日償還）,2062-03-20,,26.1181
分離利息国債（２０６２年 ９月２０日償還）,2062-09-20,,25.3615
分離利息国債（２０６３年 ３月２０日償還）,2063-03-20,,24.6271
分離利息国債（２０６３年 ９月２０日償還）,2063-09-20,,23.8996
分離利息国債（２０６４年 ３月２０日償還）,2064-03-20,,23.2381
分離利息国債（２０６４年 ９月２０日償還）,2064-09-20,,22.539
分離利息国債（２０６５年 ３月２０日償還）,2065-03-20,,21.8613
第４５０回 利付国債（２年）,2025-07-01,0.005,100
第４５１回 利付国債（２年）,2025-08-01,0.005,99.9664
第４５２回 利付国債（２年）,2025-09-01,0.005,99.9287
第４５３回 利付国債（２年）,2025-10-01,0.005,99.8904
第４５４回 利付国債（２年）,2025-11-01,0.1,99.8822
第４５５回 利付国債（２年）,2025-12-01,0.005,99.8117
第４５６回 利付国債（２年）,2026-01-01,0.1,99.8189
第４５７回 利付国債（２年）,2026-02-01,0.1,99.7797
第４５８回 利付国債（２年）,2026-03-01,0.2,99.8108
第４５９回 利付国債（２年）,2026-04-01,0.2,99.7569
第４６０回 利付国債（２年）,2026-05-01,0.3,99.7968
第４６１回 利付国債（２年）,2026-06-01,0.4,99.8584
第４６２回 利付国債（２年）,2026-07-01,0.4,99.821
第４６３回 利付国債（２年）,2026-08-01,0.4,99.8059
第４６４回 利付国債（２年）,2026-09-01,0.4,99.7734
第４６５回 利付国債（２年）,2026-10-01,0.4,99.739
第４６６回 利付国債（２年）,2026-11-01,0.5,99.8276
第４６７回 利付国債（２年）,2026-12-01,0.6,99.9367
第４６８回 利付国債（２年）,2027-01-01,0.6,99.9032
第４６９回 利付国債（２年）,2027-02-01,0.7,100.0314
第４７０回 利付国債（２年）,2027-03-01,0.8,100.1811
第４７１回 利付国債（２年）,2027-04-01,0.9,100.3285
第４７２回 利付国債（２年）,2027-05-01,0.7,99.9728
第４７３回 利付国債（２年）,2027-06-01,0.8,100.1229
第４７４回 利付国債（２年）,2027-07-01,0.7,99.9014
第１４５回 利付国債（５年）,2025-09-20,0.1,99.9257
第１４６回 利付国債（５年）,2025-12-20,0.1,99.8307
第１４７回 利付国債（５年）,2026-03-20,0.005,99.6566
第１４８回 利付国債（５年）,2026-06-20,0.005,99.4598
第１４９回 利付国債（５年）,2026-09-20,0.005,99.2842
第１５０回 利付国債（５年）,2026-12-20,0.005,99.0817
第１５１回 利付国債（５年）,2027-03-20,0.005,98.8538
第１５２回 利付国債（５年）,2027-03-20,0.1,99.0151
第１５３回 利付国債（５年）,2027-06-20,0.005,98.6112
第１５４回 利付国債（５年）,2027-09-20,0.1,98.6009
第１５５回 利付国債（５年）,2027-12-20,0.3,98.8961
第１５６回 利付国債（５年）,2027-12-20,0.2,98.6535
第１５７回 利付国債（５年）,2028-03-20,0.2,98.4563
第１５８回 利付国債（５年）,2028-03-20,0.1,98.1902
第１５９回 利付国債（５年）,2028-06-20,0.1,97.9835
第１６０回 利付国債（５年）,2028-06-20,0.2,98.2736
第１６１回 利付国債（５年）,2028-06-20,0.3,98.5638
第１６２回 利付国債（５年）,2028-09-20,0.3,98.3677
第１６３回 利付国債（５年）,2028-09-20,0.4,98.6816
第１６４回 利付国債（５年）,2028-12-20,0.2,97.8083
第１６５回 利付国債（５年）,2028-12-20,0.3,98.1455
第１６６回 利付国債（５年）,2028-12-20,0.4,98.4827
第１６７回 利付国債（５年）,2029-03-20,0.4,98.2896
第１６８回 利付国債（５年）,2029-03-20,0.6,99.0098
第１６９回 利付国債（５年）,2029-03-20,0.5,98.6497
第１７０回 利付国債（５年）,2029-06-20,0.6,98.8311
第１７１回 利付国債（５年）,2029-06-20,0.4,98.0459
第１７２回 利付国債（５年）,2029-06-20,0.5,98.4479
第１７３回 利付国債（５年）,2029-09-20,0.6,98.6393
第１７４回 利付国債（５年）,2029-09-20,0.7,99.0455
第１７５回 利付国債（５年）,2029-12-20,0.9,99.7641
第１７６回 利付国債（５年）,2029-12-20,1,100.2144
第１７７回 利付国債（５年）,2029-12-20,1.1,100.6433
第１７８回 利付国債（５年）,2030-03-20,1,100.0901
第１回 クライメート・トランジション利付国債（５年）,2028-12-20,0.3,98.0793
第２回 クライメート・トランジション利付国債（５年）,2029-06-20,0.5,98.316
第１２４４回 国庫短期証券,2025-07-22,,99.9758
第１２５１回 国庫短期証券,2025-08-20,,99.9424
第１２５７回 国庫短期証券,2025-09-22,,99.9023
第１２６３回 国庫短期証券,2025-10-20,,99.8633
第１２７０回 国庫短期証券,2025-11-20,,99.8252
第１２７６回 国庫短期証券,2025-12-22,,99.7835
第１２７９回 国庫短期証券,2025-07-10,,99.9893
第１２８１回 国庫短期証券,2026-01-20,,99.7448
第１２８５回 国庫短期証券,2025-08-12,,99.9516
第１２８８回 国庫短期証券,2026-02-20,,99.6964
第１２９１回 国庫短期証券,2025-09-10,,99.9164
第１２９４回 国庫短期証券,2026-03-23,,99.631
第１２９６回 国庫短期証券,2025-06-30,,100
第１２９７回 国庫短期証券,2025-07-07,,99.9929
第１２９８回 国庫短期証券,2025-10-10,,99.8756
第１２９９回 国庫短期証券,2025-07-14,,99.9846
第１３００回 国庫短期証券,2026-04-20,,99.5803
第１３０１回 国庫短期証券,2025-07-22,,99.9758
第１３０２回 国庫短期証券,2025-07-28,,99.9689
第１３０３回 国庫短期証券,2025-08-04,,99.9608
第１３０４回 国庫短期証券,2025-11-10,,99.8375
第１３０５回 国庫短期証券,2025-08-12,,99.9516
第１３０６回 国庫短期証券,2025-08-18,,99.9447
第１３０７回 国庫短期証券,2026-05-20,,99.52
第１３０８回 国庫短期証券,2025-08-25,,99.9367
第１３０９回 国庫短期証券,2025-09-01,,99.927
第１３１０回 国庫短期証券,2025-09-08,,99.9187
第１３１１回 国庫短期証券,2025-12-10,,99.8006
第１３１２回 国庫短期証券,2025-09-16,,99.9093
第１３１３回 国庫短期証券,2026-06-22,,99.4664
第１３１４回 国庫短期証券,2025-09-22,,99.9023
第１３１５回 国庫短期証券,2025-09-29,,99.894
